,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
87495,37651,Female,Loyal Customer,7,Personal Travel,Eco,989,4,2,4,3,5,4,5,5,3,2,4,1,4,5,0,0,satisfied
87496,78558,Female,Loyal Customer,61,Personal Travel,Eco Plus,526,2,5,2,5,2,4,5,1,1,2,1,5,1,3,93,88,neutral or dissatisfied
87497,33901,Female,Loyal Customer,41,Personal Travel,Eco,1504,3,3,3,3,4,3,4,4,4,1,4,1,3,4,0,15,neutral or dissatisfied
87498,83531,Female,disloyal Customer,36,Business travel,Business,946,2,2,2,4,2,2,2,2,3,4,4,4,4,2,0,0,neutral or dissatisfied
87499,50947,Female,Loyal Customer,38,Personal Travel,Eco,156,1,3,1,4,4,1,4,4,2,5,4,4,4,4,0,0,neutral or dissatisfied
87500,105577,Male,disloyal Customer,28,Business travel,Eco,577,1,2,1,4,1,1,1,1,4,1,4,2,4,1,14,60,neutral or dissatisfied
87501,53535,Female,Loyal Customer,25,Business travel,Eco Plus,2358,1,4,4,4,1,1,3,1,4,2,4,3,4,1,19,8,neutral or dissatisfied
87502,76008,Male,Loyal Customer,41,Business travel,Business,2115,3,3,3,3,2,5,5,5,5,5,5,4,5,5,43,48,satisfied
87503,82055,Female,Loyal Customer,52,Business travel,Eco Plus,1122,4,5,5,5,2,3,2,4,4,4,4,2,4,1,15,0,satisfied
87504,25038,Female,Loyal Customer,8,Personal Travel,Eco,907,2,1,2,2,3,2,5,3,4,4,2,2,3,3,22,20,neutral or dissatisfied
87505,114084,Female,Loyal Customer,36,Business travel,Eco,447,4,3,3,3,4,4,4,4,4,5,3,4,4,4,6,0,satisfied
87506,117784,Male,Loyal Customer,30,Business travel,Business,3370,2,2,2,2,4,4,4,4,3,5,4,5,4,4,33,24,satisfied
87507,39439,Male,Loyal Customer,68,Business travel,Business,1709,2,4,4,4,4,3,4,1,1,1,2,2,1,3,0,0,neutral or dissatisfied
87508,120886,Female,Loyal Customer,41,Business travel,Business,920,1,4,4,4,2,4,4,1,1,1,1,4,1,3,0,0,neutral or dissatisfied
87509,11479,Female,Loyal Customer,32,Business travel,Eco Plus,158,4,4,2,4,4,4,4,4,1,3,4,1,3,4,12,10,neutral or dissatisfied
87510,62725,Female,Loyal Customer,40,Business travel,Business,2399,4,4,4,4,5,5,4,5,5,5,5,5,5,3,73,49,satisfied
87511,60615,Female,Loyal Customer,52,Business travel,Eco Plus,991,3,2,2,2,4,4,4,3,3,3,3,4,3,1,33,19,neutral or dissatisfied
87512,114406,Female,Loyal Customer,33,Business travel,Business,2472,1,1,1,1,3,5,4,4,4,5,4,3,4,4,0,4,satisfied
87513,110037,Female,disloyal Customer,22,Business travel,Business,2039,5,2,5,1,4,5,5,4,3,4,4,5,4,4,0,0,satisfied
87514,125268,Male,Loyal Customer,24,Business travel,Business,1488,4,3,3,3,4,4,4,4,3,5,4,4,4,4,1,0,neutral or dissatisfied
87515,28789,Female,Loyal Customer,43,Personal Travel,Business,679,4,5,4,2,2,4,4,2,2,4,2,3,2,4,0,0,satisfied
87516,90869,Female,disloyal Customer,27,Business travel,Business,515,3,3,3,1,4,3,4,4,3,5,4,4,5,4,0,0,neutral or dissatisfied
87517,85104,Male,Loyal Customer,22,Business travel,Business,3218,3,3,3,3,5,4,5,5,5,4,4,5,4,5,0,0,satisfied
87518,124846,Female,Loyal Customer,64,Personal Travel,Eco,280,2,5,2,3,5,4,4,2,2,2,1,3,2,3,20,28,neutral or dissatisfied
87519,96968,Female,Loyal Customer,43,Business travel,Business,2504,4,4,4,4,4,4,5,3,3,4,3,5,3,3,5,0,satisfied
87520,12856,Male,Loyal Customer,20,Personal Travel,Eco,528,2,3,2,1,3,2,3,3,5,5,3,2,5,3,0,0,neutral or dissatisfied
87521,9823,Male,Loyal Customer,32,Business travel,Business,451,1,3,3,3,1,1,1,1,3,1,3,3,3,1,3,0,neutral or dissatisfied
87522,19922,Male,disloyal Customer,15,Business travel,Eco,343,3,1,3,4,2,3,2,2,4,1,3,1,4,2,0,0,neutral or dissatisfied
87523,44836,Female,Loyal Customer,20,Business travel,Eco Plus,462,1,4,4,4,1,2,4,1,1,2,4,1,3,1,80,104,neutral or dissatisfied
87524,34615,Female,Loyal Customer,21,Business travel,Eco Plus,1598,0,3,0,2,1,0,1,1,4,5,3,3,3,1,0,5,satisfied
87525,13943,Male,Loyal Customer,17,Business travel,Eco,153,4,3,3,3,4,4,3,4,4,5,4,2,5,4,0,0,satisfied
87526,79958,Female,Loyal Customer,20,Business travel,Eco,950,2,1,1,1,2,2,2,2,1,5,3,2,4,2,0,0,neutral or dissatisfied
87527,113900,Female,Loyal Customer,24,Business travel,Business,2295,4,2,2,2,4,4,4,4,2,2,2,1,3,4,0,0,neutral or dissatisfied
87528,86952,Male,Loyal Customer,41,Business travel,Business,2668,1,1,1,1,2,5,4,3,3,3,3,4,3,3,8,9,satisfied
87529,113146,Male,Loyal Customer,20,Business travel,Business,1552,4,4,4,4,4,4,4,4,3,3,5,4,5,4,36,26,satisfied
87530,106405,Female,Loyal Customer,16,Personal Travel,Eco,674,5,4,5,3,1,5,1,1,5,5,4,5,5,1,0,0,satisfied
87531,64724,Male,Loyal Customer,44,Business travel,Business,2252,4,4,4,4,2,5,4,4,4,4,5,3,4,3,0,0,satisfied
87532,8668,Male,disloyal Customer,22,Business travel,Eco,304,1,2,1,2,1,1,1,1,3,5,3,2,2,1,0,0,neutral or dissatisfied
87533,124097,Female,Loyal Customer,54,Business travel,Business,3902,3,5,3,3,3,5,4,5,5,5,5,5,5,4,0,0,satisfied
87534,10312,Male,disloyal Customer,24,Business travel,Business,482,4,0,3,1,3,3,1,3,5,5,4,4,4,3,0,0,satisfied
87535,85653,Male,Loyal Customer,39,Personal Travel,Eco Plus,259,3,1,3,2,5,3,5,5,2,4,2,4,1,5,32,27,neutral or dissatisfied
87536,113523,Female,Loyal Customer,42,Business travel,Business,1665,4,4,4,4,2,5,4,4,4,5,4,5,4,3,0,0,satisfied
87537,90734,Female,Loyal Customer,53,Business travel,Business,2432,2,2,2,2,5,5,4,2,2,2,2,5,2,5,4,8,satisfied
87538,109934,Male,Loyal Customer,8,Personal Travel,Eco,1073,4,4,4,1,3,4,3,3,5,5,4,4,5,3,13,1,neutral or dissatisfied
87539,5297,Female,Loyal Customer,64,Personal Travel,Eco,351,4,1,4,4,1,3,4,4,4,4,4,3,4,4,0,0,satisfied
87540,98496,Male,Loyal Customer,48,Business travel,Business,1586,5,5,5,5,2,5,4,4,4,5,4,4,4,3,25,28,satisfied
87541,66456,Male,Loyal Customer,43,Personal Travel,Eco,1217,2,5,2,2,1,2,1,1,3,3,4,3,4,1,11,2,neutral or dissatisfied
87542,61024,Female,Loyal Customer,52,Personal Travel,Eco,3365,3,4,3,3,3,2,2,3,1,4,4,2,2,2,16,83,neutral or dissatisfied
87543,74772,Female,Loyal Customer,60,Personal Travel,Eco,1205,2,2,2,3,1,3,3,3,3,2,3,1,3,2,0,0,neutral or dissatisfied
87544,14874,Female,disloyal Customer,23,Business travel,Eco,315,4,0,4,2,3,4,3,3,1,3,4,5,3,3,0,0,satisfied
87545,103091,Male,Loyal Customer,56,Personal Travel,Eco,666,3,4,3,4,3,3,3,3,5,4,4,4,5,3,0,0,neutral or dissatisfied
87546,106052,Female,Loyal Customer,44,Personal Travel,Eco,452,2,5,2,2,1,5,2,3,3,2,3,5,3,3,0,0,neutral or dissatisfied
87547,111753,Female,disloyal Customer,22,Business travel,Eco,1154,3,3,3,4,5,3,4,5,3,5,3,1,3,5,11,24,neutral or dissatisfied
87548,37081,Female,Loyal Customer,60,Business travel,Business,2826,5,5,5,5,3,4,4,4,4,4,4,3,4,3,20,23,satisfied
87549,78494,Male,Loyal Customer,56,Business travel,Eco,526,2,3,2,3,2,2,2,2,3,2,2,2,2,2,39,19,neutral or dissatisfied
87550,9547,Male,disloyal Customer,21,Business travel,Business,228,0,0,0,2,0,5,5,4,4,4,4,5,4,5,158,133,satisfied
87551,7202,Male,Loyal Customer,40,Business travel,Eco,135,3,2,2,2,3,3,3,3,2,1,3,1,4,3,0,54,neutral or dissatisfied
87552,64543,Male,disloyal Customer,23,Business travel,Eco,247,2,0,2,4,3,2,3,3,5,5,5,3,5,3,0,0,neutral or dissatisfied
87553,105944,Male,Loyal Customer,69,Personal Travel,Eco Plus,1491,1,5,1,2,2,1,2,2,3,3,1,3,2,2,0,0,neutral or dissatisfied
87554,98574,Female,Loyal Customer,27,Business travel,Business,951,4,4,5,4,3,3,3,3,4,2,5,3,4,3,0,0,satisfied
87555,75152,Female,Loyal Customer,34,Business travel,Business,1744,5,5,5,5,2,5,4,4,4,4,4,5,4,3,0,0,satisfied
87556,31083,Female,Loyal Customer,61,Personal Travel,Eco Plus,641,2,5,2,4,4,4,5,1,1,2,1,5,1,4,17,11,neutral or dissatisfied
87557,19562,Female,disloyal Customer,21,Business travel,Eco,173,3,2,3,3,5,3,5,5,2,5,4,2,4,5,8,17,neutral or dissatisfied
87558,119392,Female,Loyal Customer,41,Business travel,Business,3990,5,5,5,5,5,4,5,4,4,4,4,4,4,5,0,0,satisfied
87559,80372,Female,Loyal Customer,55,Business travel,Eco,368,3,4,4,4,5,3,3,3,3,3,3,4,3,2,0,0,neutral or dissatisfied
87560,1616,Female,Loyal Customer,17,Personal Travel,Eco,968,1,3,1,4,5,1,5,5,3,4,4,3,4,5,18,19,neutral or dissatisfied
87561,4166,Male,Loyal Customer,50,Personal Travel,Eco,431,2,4,5,5,4,5,4,4,3,3,4,3,4,4,0,9,neutral or dissatisfied
87562,111534,Female,Loyal Customer,60,Business travel,Business,775,1,4,4,4,3,4,4,1,1,1,1,2,1,4,20,14,neutral or dissatisfied
87563,83065,Male,disloyal Customer,23,Business travel,Business,1084,0,0,0,3,2,0,2,2,3,5,5,5,5,2,0,0,satisfied
87564,63470,Female,disloyal Customer,19,Business travel,Eco Plus,447,2,2,2,3,5,2,5,5,4,2,3,3,3,5,0,11,neutral or dissatisfied
87565,20732,Female,Loyal Customer,30,Personal Travel,Eco,707,3,1,3,4,2,3,2,2,1,5,3,2,4,2,0,28,neutral or dissatisfied
87566,20404,Male,Loyal Customer,38,Business travel,Eco Plus,459,5,2,5,5,5,5,5,5,4,5,5,1,5,5,0,0,satisfied
87567,56849,Male,Loyal Customer,45,Business travel,Business,2434,2,1,1,1,2,2,2,4,4,1,2,2,1,2,18,9,neutral or dissatisfied
87568,33892,Male,Loyal Customer,40,Business travel,Eco,1504,5,3,3,3,5,5,5,5,2,1,5,1,1,5,73,94,satisfied
87569,18535,Female,Loyal Customer,22,Business travel,Business,127,2,2,2,2,5,5,4,5,3,3,2,2,2,5,0,0,satisfied
87570,36322,Female,Loyal Customer,56,Business travel,Eco,187,2,1,1,1,3,3,3,2,2,2,2,3,2,1,41,53,neutral or dissatisfied
87571,7084,Female,disloyal Customer,38,Business travel,Eco,177,3,3,3,4,3,3,3,3,1,5,3,1,4,3,1,26,neutral or dissatisfied
87572,76711,Female,disloyal Customer,36,Business travel,Business,547,1,1,1,5,3,1,3,3,4,3,5,5,4,3,24,14,neutral or dissatisfied
87573,57914,Male,Loyal Customer,19,Personal Travel,Eco,305,3,5,4,5,1,4,1,1,5,2,5,2,4,1,0,0,neutral or dissatisfied
87574,49078,Female,Loyal Customer,52,Business travel,Business,89,2,2,2,2,2,5,4,4,4,4,5,2,4,1,0,0,satisfied
87575,54528,Male,Loyal Customer,47,Personal Travel,Eco,925,1,3,1,3,1,1,1,1,4,4,1,1,3,1,0,24,neutral or dissatisfied
87576,30162,Female,Loyal Customer,35,Personal Travel,Eco,95,5,4,5,1,3,5,3,3,4,4,5,3,4,3,2,0,satisfied
87577,12495,Male,Loyal Customer,49,Business travel,Eco Plus,253,1,1,1,1,1,1,1,1,4,1,3,1,3,1,106,112,neutral or dissatisfied
87578,23119,Male,Loyal Customer,41,Business travel,Business,300,1,1,5,1,3,1,4,5,5,5,5,2,5,2,0,0,satisfied
87579,14760,Male,Loyal Customer,66,Business travel,Eco,463,3,3,2,2,3,3,3,3,1,3,4,4,4,3,15,1,neutral or dissatisfied
87580,12860,Male,Loyal Customer,47,Business travel,Eco Plus,528,4,2,4,2,4,4,4,4,2,4,3,3,3,4,0,6,satisfied
87581,24937,Female,Loyal Customer,66,Personal Travel,Eco,2106,2,2,2,2,3,2,2,3,3,2,3,2,3,3,0,0,neutral or dissatisfied
87582,104852,Male,Loyal Customer,36,Business travel,Business,3196,5,5,5,5,5,5,5,4,4,4,4,5,4,3,32,20,satisfied
87583,61121,Male,Loyal Customer,42,Business travel,Business,862,1,1,1,1,5,4,5,3,3,4,3,3,3,5,0,0,satisfied
87584,32247,Male,Loyal Customer,45,Business travel,Eco,216,3,4,4,4,3,3,3,3,5,5,3,3,1,3,1,0,satisfied
87585,24212,Male,Loyal Customer,54,Business travel,Eco,147,4,2,2,2,4,4,4,4,1,4,4,3,4,4,0,0,neutral or dissatisfied
87586,81826,Male,Loyal Customer,36,Personal Travel,Eco,1416,2,2,2,4,5,2,5,5,2,1,4,2,4,5,0,3,neutral or dissatisfied
87587,85141,Male,disloyal Customer,23,Business travel,Eco,689,4,4,4,3,3,4,3,3,4,2,4,3,4,3,7,14,neutral or dissatisfied
87588,6806,Male,Loyal Customer,36,Personal Travel,Eco,235,1,4,1,4,3,1,3,3,5,3,2,3,5,3,35,28,neutral or dissatisfied
87589,40244,Female,Loyal Customer,45,Business travel,Eco,387,4,1,1,1,3,5,3,4,4,4,4,4,4,5,0,0,satisfied
87590,19221,Male,disloyal Customer,38,Business travel,Eco,459,1,0,1,1,5,1,5,5,2,1,4,4,4,5,0,0,neutral or dissatisfied
87591,119925,Female,Loyal Customer,42,Business travel,Business,3509,5,5,5,5,4,5,4,4,4,4,4,5,4,4,6,7,satisfied
87592,100107,Male,Loyal Customer,57,Business travel,Eco,717,2,3,3,3,2,2,2,2,4,1,3,1,3,2,25,18,neutral or dissatisfied
87593,8444,Male,Loyal Customer,32,Personal Travel,Eco,590,3,4,3,1,2,3,4,2,5,5,5,3,5,2,0,0,neutral or dissatisfied
87594,80870,Female,Loyal Customer,47,Personal Travel,Eco,484,3,5,3,3,5,4,4,4,4,3,4,4,4,4,0,0,neutral or dissatisfied
87595,40837,Male,disloyal Customer,50,Business travel,Eco,190,5,4,5,3,3,5,3,3,5,3,2,5,3,3,0,0,satisfied
87596,120080,Female,Loyal Customer,41,Personal Travel,Eco,683,2,4,2,3,4,2,4,4,1,4,4,1,4,4,0,25,neutral or dissatisfied
87597,86647,Female,Loyal Customer,21,Personal Travel,Eco,746,2,5,2,5,5,2,5,5,2,3,5,4,3,5,32,21,neutral or dissatisfied
87598,44911,Female,Loyal Customer,39,Personal Travel,Eco,1118,2,4,2,3,1,2,1,1,5,2,4,5,4,1,0,0,neutral or dissatisfied
87599,32784,Male,Loyal Customer,34,Business travel,Business,3608,3,3,3,3,4,2,3,4,4,4,5,5,4,4,0,0,satisfied
87600,109993,Male,Loyal Customer,21,Personal Travel,Eco Plus,1011,1,5,1,3,3,1,3,3,4,5,5,1,1,3,42,68,neutral or dissatisfied
87601,65805,Female,Loyal Customer,29,Business travel,Business,1389,4,4,4,4,3,3,3,3,3,3,5,4,5,3,17,0,satisfied
87602,1551,Male,Loyal Customer,28,Personal Travel,Eco,922,3,4,3,1,4,3,4,4,5,2,4,5,4,4,108,100,neutral or dissatisfied
87603,60003,Female,Loyal Customer,44,Personal Travel,Eco,937,3,4,3,2,3,3,3,5,5,3,5,1,5,3,0,0,neutral or dissatisfied
87604,12367,Male,Loyal Customer,32,Business travel,Eco,201,1,2,2,2,1,1,1,1,1,4,3,4,4,1,15,9,neutral or dissatisfied
87605,86336,Female,Loyal Customer,57,Personal Travel,Business,762,2,5,2,2,3,4,5,5,5,2,5,3,5,5,0,31,neutral or dissatisfied
87606,118381,Male,Loyal Customer,55,Business travel,Business,2425,3,3,3,3,4,3,4,3,3,3,3,2,3,1,23,15,neutral or dissatisfied
87607,82515,Female,Loyal Customer,21,Business travel,Business,1749,5,5,5,5,4,4,4,4,3,5,5,5,4,4,0,0,satisfied
87608,56102,Female,Loyal Customer,43,Business travel,Business,2402,5,5,5,5,4,4,4,4,2,5,5,4,3,4,25,49,satisfied
87609,31675,Male,Loyal Customer,42,Business travel,Eco,967,2,1,1,1,1,2,1,1,1,3,1,3,2,1,58,58,satisfied
87610,18985,Male,Loyal Customer,34,Business travel,Business,1544,1,5,5,5,2,3,3,1,1,1,1,4,1,2,14,27,neutral or dissatisfied
87611,37868,Female,Loyal Customer,41,Business travel,Eco,997,1,2,2,2,1,1,1,1,4,1,4,1,4,1,15,5,neutral or dissatisfied
87612,74415,Male,Loyal Customer,49,Business travel,Business,3328,4,4,2,4,5,4,5,4,4,4,4,5,4,5,0,0,satisfied
87613,82469,Male,Loyal Customer,38,Personal Travel,Eco,502,3,5,3,5,3,3,3,3,3,4,4,5,5,3,0,0,neutral or dissatisfied
87614,5714,Female,Loyal Customer,43,Personal Travel,Eco,196,3,4,3,1,3,5,5,4,3,5,5,5,5,5,253,245,neutral or dissatisfied
87615,15075,Male,disloyal Customer,27,Business travel,Eco,239,2,5,2,1,3,2,3,3,4,1,1,3,3,3,0,0,neutral or dissatisfied
87616,50541,Female,Loyal Customer,32,Personal Travel,Eco,373,3,5,3,3,4,3,4,4,3,3,4,5,5,4,8,0,neutral or dissatisfied
87617,47661,Female,disloyal Customer,23,Business travel,Eco,1211,3,3,3,4,1,3,1,1,2,4,3,4,3,1,7,9,neutral or dissatisfied
87618,37032,Male,Loyal Customer,41,Business travel,Eco,1105,5,3,3,3,5,5,5,5,1,5,5,5,2,5,0,0,satisfied
87619,122666,Female,Loyal Customer,38,Business travel,Business,3543,4,4,4,4,2,5,5,5,5,5,5,4,5,3,3,1,satisfied
87620,118558,Male,Loyal Customer,51,Business travel,Business,2513,5,5,5,5,5,4,4,4,4,4,4,3,4,4,24,2,satisfied
87621,32941,Female,Loyal Customer,27,Personal Travel,Eco,163,3,5,3,4,2,3,2,2,3,3,5,2,5,2,0,0,neutral or dissatisfied
87622,129802,Male,Loyal Customer,17,Personal Travel,Eco,447,1,4,1,5,5,1,3,5,3,3,1,3,1,5,6,0,neutral or dissatisfied
87623,60915,Male,Loyal Customer,20,Business travel,Business,3454,4,5,4,4,5,5,5,5,4,4,5,5,5,5,0,0,satisfied
87624,122490,Female,Loyal Customer,60,Business travel,Business,575,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0,satisfied
87625,91574,Male,Loyal Customer,28,Business travel,Business,1123,1,4,4,4,1,1,1,1,4,5,3,3,3,1,22,59,neutral or dissatisfied
87626,31068,Female,Loyal Customer,44,Personal Travel,Eco,641,2,4,2,5,4,4,5,2,2,2,2,5,2,5,10,16,neutral or dissatisfied
87627,28933,Male,Loyal Customer,45,Business travel,Business,2610,1,1,4,1,3,4,3,5,5,5,5,2,5,3,0,0,satisfied
87628,66168,Male,Loyal Customer,74,Business travel,Business,460,2,2,2,2,2,2,2,2,2,1,1,2,2,2,162,163,neutral or dissatisfied
87629,65722,Female,Loyal Customer,52,Business travel,Business,1781,1,1,1,1,2,5,5,4,4,4,4,5,4,4,49,39,satisfied
87630,17453,Female,disloyal Customer,27,Business travel,Eco Plus,376,4,4,4,4,2,4,2,2,2,4,4,2,3,2,0,0,neutral or dissatisfied
87631,100184,Female,Loyal Customer,25,Personal Travel,Eco,725,3,4,3,1,2,3,2,2,2,5,5,4,5,2,14,7,neutral or dissatisfied
87632,10127,Male,Loyal Customer,20,Business travel,Business,3163,2,2,2,2,4,4,4,4,4,3,5,4,4,4,0,0,satisfied
87633,69339,Male,disloyal Customer,23,Business travel,Eco,1096,2,2,2,3,3,2,3,3,1,5,3,4,4,3,19,51,neutral or dissatisfied
87634,56892,Female,Loyal Customer,31,Business travel,Business,2565,1,1,1,1,4,4,4,3,5,4,4,4,5,4,25,22,satisfied
87635,12148,Male,disloyal Customer,37,Business travel,Eco,1214,4,4,4,3,2,4,2,2,3,3,3,5,3,2,0,0,neutral or dissatisfied
87636,69408,Male,Loyal Customer,64,Business travel,Business,3149,3,5,5,5,4,4,3,3,3,3,3,1,3,3,61,74,neutral or dissatisfied
87637,7512,Male,Loyal Customer,44,Business travel,Business,2520,4,4,4,4,2,4,5,4,4,5,4,3,4,3,75,60,satisfied
87638,56278,Female,Loyal Customer,57,Business travel,Business,2227,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0,satisfied
87639,27497,Male,Loyal Customer,50,Business travel,Business,2592,1,5,5,5,2,4,4,1,1,1,1,2,1,3,12,16,neutral or dissatisfied
87640,106839,Male,Loyal Customer,42,Business travel,Eco,1733,3,4,4,4,3,3,3,3,2,2,3,1,3,3,8,15,neutral or dissatisfied
87641,96077,Female,Loyal Customer,36,Personal Travel,Eco,583,4,4,4,4,1,4,1,1,5,4,4,3,4,1,0,0,neutral or dissatisfied
87642,37806,Male,Loyal Customer,63,Personal Travel,Eco Plus,1076,3,4,3,3,3,3,3,3,3,2,4,5,4,3,18,20,neutral or dissatisfied
87643,64467,Female,disloyal Customer,20,Business travel,Business,469,5,0,5,4,4,5,4,4,4,3,4,3,5,4,0,0,satisfied
87644,33738,Male,Loyal Customer,25,Business travel,Eco Plus,759,0,5,0,1,5,0,4,5,2,3,2,4,5,5,0,1,satisfied
87645,57696,Female,Loyal Customer,58,Business travel,Eco,867,3,2,2,2,1,2,2,3,3,3,3,4,3,4,5,0,neutral or dissatisfied
87646,61954,Male,Loyal Customer,45,Business travel,Eco,2161,3,2,2,2,3,3,3,3,1,4,4,3,3,3,0,0,neutral or dissatisfied
87647,52537,Male,Loyal Customer,40,Business travel,Business,3675,2,2,2,2,2,1,1,5,5,5,5,4,5,3,0,0,satisfied
87648,40855,Female,Loyal Customer,60,Personal Travel,Eco,501,1,4,1,3,3,5,4,4,4,1,2,4,4,3,74,60,neutral or dissatisfied
87649,104435,Female,Loyal Customer,11,Personal Travel,Eco,1147,4,1,4,3,3,4,3,3,3,1,1,3,2,3,0,0,neutral or dissatisfied
87650,56150,Male,Loyal Customer,45,Business travel,Business,1400,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,18,satisfied
87651,79364,Male,Loyal Customer,30,Personal Travel,Eco Plus,1020,3,4,3,3,4,3,4,4,4,1,3,2,3,4,18,1,neutral or dissatisfied
87652,33161,Male,disloyal Customer,14,Personal Travel,Eco,163,4,5,4,3,2,4,2,2,3,3,4,4,5,2,0,0,neutral or dissatisfied
87653,115721,Female,disloyal Customer,66,Business travel,Eco,372,2,1,2,2,5,2,5,5,1,3,2,2,3,5,17,9,neutral or dissatisfied
87654,50927,Male,Loyal Customer,23,Personal Travel,Eco,190,3,4,3,2,5,3,5,5,4,5,4,3,5,5,0,0,neutral or dissatisfied
87655,108910,Female,Loyal Customer,46,Business travel,Business,1066,3,5,5,5,4,3,3,3,3,3,3,4,3,3,15,5,neutral or dissatisfied
87656,5074,Male,disloyal Customer,21,Business travel,Eco,223,4,5,4,4,5,4,5,5,5,3,5,4,5,5,0,4,neutral or dissatisfied
87657,99791,Female,Loyal Customer,54,Business travel,Business,584,5,5,3,5,5,4,5,5,5,5,5,5,5,3,26,53,satisfied
87658,15800,Male,Loyal Customer,13,Personal Travel,Eco,246,5,4,5,1,2,5,2,2,5,3,5,4,5,2,1,0,satisfied
87659,113526,Female,Loyal Customer,59,Business travel,Business,407,5,5,5,5,2,5,5,4,4,4,4,4,4,5,1,0,satisfied
87660,76439,Male,Loyal Customer,56,Personal Travel,Eco,405,4,3,4,1,1,4,1,1,5,4,1,1,4,1,0,0,satisfied
87661,123578,Male,Loyal Customer,37,Business travel,Business,3640,3,4,4,4,4,4,3,3,3,3,3,2,3,2,4,0,neutral or dissatisfied
87662,83751,Male,Loyal Customer,57,Business travel,Business,783,1,1,4,1,4,3,3,1,1,2,1,2,1,1,0,0,neutral or dissatisfied
87663,11471,Male,Loyal Customer,36,Business travel,Eco Plus,458,3,1,1,1,3,3,3,3,3,4,4,2,3,3,0,0,neutral or dissatisfied
87664,91852,Female,Loyal Customer,27,Personal Travel,Eco,1619,2,4,2,4,4,2,3,4,5,3,5,4,4,4,42,14,neutral or dissatisfied
87665,59927,Female,Loyal Customer,41,Business travel,Business,3571,2,2,3,2,2,5,5,4,4,4,4,4,4,5,13,52,satisfied
87666,80814,Female,Loyal Customer,56,Business travel,Business,1529,4,1,2,2,1,2,3,4,4,4,4,2,4,2,63,58,neutral or dissatisfied
87667,10517,Male,Loyal Customer,48,Business travel,Business,3198,3,3,5,3,4,4,5,5,5,5,4,5,5,3,1,2,satisfied
87668,6916,Male,Loyal Customer,65,Personal Travel,Eco,265,1,5,0,3,2,0,2,2,3,5,5,3,5,2,0,0,neutral or dissatisfied
87669,90255,Male,disloyal Customer,29,Business travel,Business,773,5,5,5,1,2,5,2,2,4,4,4,3,4,2,0,0,satisfied
87670,112806,Male,Loyal Customer,15,Personal Travel,Business,1476,1,5,1,2,5,1,5,5,5,2,3,4,5,5,33,3,neutral or dissatisfied
87671,5682,Male,disloyal Customer,36,Business travel,Business,436,3,3,3,3,5,3,5,5,4,5,5,3,4,5,0,0,neutral or dissatisfied
87672,53979,Male,Loyal Customer,66,Personal Travel,Eco,1325,2,4,2,2,1,2,1,1,4,2,4,5,5,1,78,68,neutral or dissatisfied
87673,54343,Female,Loyal Customer,36,Business travel,Eco Plus,1597,4,3,3,3,4,4,4,4,2,3,5,4,2,4,0,0,satisfied
87674,105670,Male,Loyal Customer,56,Business travel,Eco,919,3,5,5,5,3,3,3,3,3,4,3,3,4,3,0,0,neutral or dissatisfied
87675,100809,Male,Loyal Customer,60,Personal Travel,Eco,872,4,0,4,4,3,4,3,3,5,5,4,5,5,3,77,89,neutral or dissatisfied
87676,93854,Male,Loyal Customer,33,Personal Travel,Eco Plus,391,3,4,3,3,5,3,5,5,3,3,4,3,5,5,2,5,neutral or dissatisfied
87677,79002,Female,Loyal Customer,32,Business travel,Business,331,4,4,4,4,4,4,4,4,5,5,4,4,4,4,0,0,satisfied
87678,59376,Male,Loyal Customer,36,Business travel,Eco,838,4,3,3,3,4,4,4,4,2,5,5,5,2,4,0,0,satisfied
87679,95824,Male,Loyal Customer,58,Business travel,Business,1428,3,5,5,5,2,2,3,3,3,3,3,2,3,3,54,42,neutral or dissatisfied
87680,66699,Female,Loyal Customer,49,Business travel,Eco,802,3,4,4,4,3,4,3,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
87681,88140,Female,Loyal Customer,60,Business travel,Business,1605,1,1,1,1,5,4,5,5,5,5,5,4,5,4,0,0,satisfied
87682,468,Female,Loyal Customer,51,Business travel,Business,1568,5,5,5,5,3,5,4,4,4,4,5,5,4,5,0,0,satisfied
87683,47134,Female,disloyal Customer,22,Business travel,Eco,965,4,4,4,3,2,4,2,2,3,2,4,4,1,2,0,0,satisfied
87684,113418,Male,Loyal Customer,43,Business travel,Business,3249,3,3,3,3,4,5,5,4,4,4,5,4,4,5,39,36,satisfied
87685,115988,Male,Loyal Customer,70,Personal Travel,Eco,342,2,4,2,3,2,2,2,2,1,1,3,2,4,2,3,0,neutral or dissatisfied
87686,84450,Male,disloyal Customer,62,Business travel,Business,290,2,2,2,3,2,2,2,2,3,3,3,2,2,2,0,0,neutral or dissatisfied
87687,47983,Female,Loyal Customer,53,Personal Travel,Eco,315,3,4,3,5,4,3,1,1,1,3,1,2,1,4,0,0,neutral or dissatisfied
